compound_name,compound_synonym,pubchem_id,chembl_id,max_phase,smiles,condensate_id,condensate_name,condensate_markers,uniprot_ids,pubmed_id,phenotypic_effect,modality,disease_applications,doid,evidence,target_molecule,canon_smiles,chemformer
EX527,EX-527,5113032,CHEMBL382277,2.0,NC(=O)C1CCCC2c3cc(Cl)ccc3NC12,02F8D883,IFN-I transcriptional condensates,IRF3|MED1,Q14653|Q15648,35879450,Dissolver,small molecule,Virus infection|age-related immuno-senescence,DOID:0080319|No Match,na,SIRT1,NC(=O)C1CCCC2c3cc(Cl)ccc3NC12,"[0.31977230310440063, 0.23323017358779907, -0.3106183707714081, 0.11745262145996094, 0.16551841795444489, 0.024786734953522682, 0.18237461149692535, -0.22931164503097534, -0.19015242159366608, -0.05586906895041466, 0.11835774034261703, -0.12329648435115814, 0.11010421067476273, -0.16101686656475067, -0.10884808003902435, 0.0678541511297226, 0.004997877404093742, 0.0746820941567421, -0.19831322133541107, -0.012736067175865173, 0.02098122239112854, -0.029587121680378914, 0.01950732059776783, 0.011929033324122429, -0.0821264237165451, -0.07693157345056534, -0.026169918477535248, -0.03561519831418991, -0.11507946997880936, -0.0005852381582371891, -0.21220259368419647, 0.37947309017181396, -0.04865064471960068, 0.10141029953956604, 0.2098197340965271, -0.12328934669494629, 0.024667073041200638, 0.06697961688041687, 0.024838797748088837, 0.06887995451688766, 0.05357401818037033, -0.2791388928890228, -0.1524367779493332, 0.14472322165966034, -0.03492622449994087, 0.032539840787649155, 0.669727623462677, 0.07694952934980392, -0.20166994631290436, -0.03604903072118759, -0.0900004431605339, -0.08924876898527145, 0.1818365752696991, 0.07547635585069656, 0.03864743560552597, -0.08513261377811432, 0.0994764193892479, 0.36660832166671753, -0.031154772266745567, -0.40747520327568054, -0.09622123837471008, 0.08548467606306076, 0.1021927148103714, -0.1657000184059143, 0.06136544421315193, -0.14415784180164337, -0.023919694125652313, 0.11901046335697174, -0.05578576773405075, -0.10164106637239456, 0.04777126759290695, 0.3305855989456177, 0.051327403634786606, 0.10421525686979294, 0.0655769407749176, -0.16320227086544037, -0.5211281776428223, -0.028458325192332268, -0.01680358685553074, -0.27527904510498047, 0.2380603402853012, -0.1623801738023758, 0.10777240246534348, 0.06236206740140915, 0.1550247222185135, 0.13518208265304565, -0.1473405659198761, -0.16261723637580872, 0.19626769423484802, 0.02862795628607273, 0.09356661885976791, -0.2582772672176361, -0.05177414417266846, -0.03656090050935745, -0.2446708381175995, -0.08241919428110123, 0.20700117945671082, -0.12429104745388031, -0.2676748037338257, -0.034616995602846146, 0.15107549726963043, 0.03885810822248459, 0.17106939852237701, -0.18740864098072052, -0.07776879519224167, -0.0824967473745346, 0.10210371762514114, 0.10218600928783417, -0.013959423638880253, 0.16412927210330963, -0.061670247465372086, -0.08051316440105438, 0.04387865215539932, -0.0011353850131854415, -0.015197395347058773, 0.3028027415275574, 0.08691219985485077, -0.0722862258553505, 0.15401914715766907, -0.17855583131313324, 0.1821482628583908, -0.2512907385826111, -0.07737129181623459, 0.15459074079990387, 0.09139060229063034, 0.3720654845237732, 0.06959815323352814, -0.07079365849494934, -0.041389212012290955, -0.31638744473457336, 0.08098435401916504, -0.3861481249332428, -0.3184162378311157, 0.1000276729464531, 0.21415671706199646, 0.17697814106941223, 0.006986697670072317, 0.02814307250082493, -0.43054354190826416, 0.044222038239240646, 0.004137128591537476, -0.1611616164445877, 0.030790289863944054, -0.044177886098623276, 0.3076064884662628, -0.2431357353925705, 0.09623327106237411, -0.14314064383506775, -0.0861651748418808, -0.2754916846752167, 0.24140796065330505, 0.07472872734069824, 0.027909990400075912, -0.07551684230566025, -0.043828122317790985, -0.05800579488277435, 0.45772483944892883, 0.2340087890625, -0.1417798101902008, 0.03244907781481743, 0.008466480299830437, 0.19065767526626587, -0.03122619353234768, -0.11777817457914352, -0.2734280526638031, -0.225343257188797, -0.16782087087631226, 0.05923006311058998, -0.028762932866811752, -0.02857857570052147, 0.08913712203502655, -0.10195478051900864, -0.0018410533666610718, -0.008821050636470318, 0.14044931530952454, 0.05307299271225929, 0.16939480602741241, 0.09906336665153503, 0.05560390278697014, 0.0609382726252079, 0.18370039761066437, 0.01559178065508604, -0.22349436581134796, -0.14371950924396515, 0.15947923064231873, 0.30426472425460815, 0.24455560743808746, -0.3801140785217285, 0.12539073824882507, -0.18324564397335052, 0.12974311411380768, 0.13232550024986267, -0.029171159490942955, 0.3506206274032593, 0.14490993320941925, 0.4003731310367584, -0.3175618052482605, -0.3347304165363312, -0.10465957224369049, -0.05617867782711983, 0.2404090315103531, -0.19692319631576538, -0.11881520599126816, 0.1713271141052246, 0.03734423965215683, 0.0343138687312603, 0.11502877622842789, 0.15913958847522736, -0.03352224826812744, 0.12473931163549423, 0.06980859488248825, -0.019796097651124, 0.01101668830960989, 0.06923315674066544, 0.07085184752941132, 0.012864905409514904, -0.025106126442551613, -0.24769431352615356, -0.039780259132385254, 0.03156905993819237, -0.05941319093108177, 0.10227053612470627, 0.08092348277568817, 0.35030585527420044, 0.12671419978141785, 0.2508925795555115, 0.15568828582763672, 0.2031542956829071, 0.06198662146925926, -0.19057461619377136, 0.1696692258119583, 0.42949143052101135, 0.07193854451179504, -0.047980330884456635, -0.15009178221225739, 0.2022893726825714, -0.0021307310089468956, -0.49429214000701904, -0.21595214307308197, 0.10652982443571091, -0.025216007605195045, 0.37870854139328003, -0.00586558785289526, -0.0015767295844852924, -0.1598616987466812, 0.11184405535459518, 0.22817452251911163, -0.423994243144989, -0.0347718745470047, -0.057213194668293, -0.14176635444164276, -0.0761738270521164, 0.12558089196681976, -0.0385156087577343, -0.1373731642961502, 0.012197538278996944, -0.0851256474852562, -0.16867399215698242, -0.4182603061199188, -0.36296775937080383, 0.0005159358261153102, 0.05318409204483032, -0.15335863828659058, -0.6123741865158081, -0.18540604412555695, -0.11110047250986099, -0.023006759583950043, 0.11838901787996292, -0.053465794771909714, 0.1456831991672516, -0.23029597103595734, 0.291309654712677, 0.017018677666783333, 0.04047376289963722, 0.09920518845319748, 0.10865049064159393, -0.05647958070039749, 0.017360838130116463, -0.045176561921834946, -0.17194785177707672, 0.18728876113891602, 0.3838235139846802, -0.13593526184558868, 0.060195375233888626, 0.12853066623210907, 0.1520075798034668, -0.11151625216007233, -0.009707351215183735, 0.09301924705505371, 0.16676804423332214, 0.047211773693561554, 0.03988828882575035, 0.17902298271656036, 0.03581094741821289, -0.09148017317056656, 0.3037148714065552, -0.24528522789478302, -0.036109406501054764, -0.1951386034488678, 0.1059524342417717, 0.2048242688179016, 0.22417087852954865, 0.14684681594371796, -0.2228679060935974, -0.02653120830655098, -0.14360420405864716, -0.27827733755111694, 0.025106120854616165, -0.00914063211530447, -0.016749847680330276, -0.02521837316453457, -0.5253115296363831, -0.16303515434265137, -0.11105115711688995, -0.05792733654379845, -0.07787783443927765, 0.23351219296455383, 0.08583007007837296, 0.10299824178218842, -0.2253582924604416, -0.19457033276557922, 0.08699079602956772, -0.2220306247472763, 0.17138570547103882, -0.042720794677734375, 0.23678676784038544, -0.06300277262926102, 0.13883469998836517, -0.1477823555469513, -0.05881935730576515, 0.1889243870973587, -0.2727188467979431, -0.29818233847618103, 0.20898939669132233, -0.007720311637967825, 0.3159065246582031, -0.08105607330799103, 0.3711833357810974, 0.3673921525478363, 0.15868571400642395, -0.11009151488542557, 0.10843489319086075, -0.06571802496910095, -0.10341404378414154, -0.06773006916046143, -0.2547356188297272, -0.2651837468147278, 0.23465490341186523, -0.14771200716495514, 0.2862718403339386, 0.11408234387636185, 0.18391115963459015, -0.16784138977527618, -0.2073662132024765, 0.03521139919757843, -0.05589837208390236, -0.08447542041540146, 0.10115277767181396, 0.05562442168593407, -0.05738616734743118, 0.1747824251651764, 0.265159010887146, 0.28602537512779236, 0.17642483115196228, -0.3444635570049286, -0.18764442205429077, 0.09902190417051315, 0.17491666972637177, 0.03857855498790741, -0.03586144372820854, -0.058442652225494385, -0.13172513246536255, -0.14649970829486847, -0.14435462653636932, -0.020821981132030487, -0.24347813427448273, 0.0534244142472744, 0.06551598757505417, -0.1340198665857315, 0.2934095561504364, -0.34660619497299194, -0.21663212776184082, 0.12048714607954025, -0.12301554530858994, 0.02744675800204277, -0.111524298787117, 0.09533600509166718, 0.18789948523044586, -0.053578369319438934, -0.09144806861877441, 0.0011207450879737735, 0.08492602407932281, 0.12060385197401047, 0.10712039470672607, 0.11119324713945389, -0.1879158318042755, 0.030013084411621094, 0.0678185522556305, 0.18382804095745087, -0.07909076660871506, 0.026423990726470947, 0.13221587240695953, -0.01651107147336006, 0.14397484064102173, 0.07576165348291397, -0.08982386440038681, -0.19393862783908844, -0.06566176563501358, 0.1730787307024002, -0.04351358488202095, -0.08172024041414261, 0.021569395437836647, -0.11046119779348373, 0.20968474447727203, 0.2758127450942993, 0.19946958124637604, 8.312761929119006e-05, -0.05307779461145401, -0.0553857646882534, -0.2592479884624481, 0.03982662037014961, 0.1942034661769867, 0.23958651721477509, 0.022157780826091766, 0.054619837552309036, -0.19409707188606262, 0.019939839839935303, 0.2814599573612213, 0.0010569652076810598, 0.02797359600663185, -0.037557508796453476, 0.3477763831615448, -0.08758595585823059, 0.15323719382286072, -0.07763948291540146, -0.009162290953099728, -0.19287236034870148, -0.1846497654914856, 0.10620041936635971, -0.37200927734375, -0.10294108092784882, 0.22716327011585236, -0.29353708028793335, 0.012530239298939705, -0.11385321617126465, -0.23372742533683777, -0.2135523408651352, 0.12034888565540314, 0.004276720806956291, -0.01381605677306652, 0.033477142453193665, -0.10672079771757126, -0.22286240756511688, 0.18557333946228027, -0.03274396434426308, 0.018526721745729446, -0.03152007609605789, 0.0891297236084938, -0.04088974371552467, 0.17695440351963043, -0.027948029339313507, 0.20793145895004272, 0.06298714131116867, 0.027431590482592583, 0.09465552866458893, 0.2718943655490875, 0.10594913363456726, -0.08268625289201736, 0.0020627176854759455, -0.2733710706233978, 0.14326463639736176, 0.06543388962745667, 0.09455737471580505, 0.26245948672294617, 0.24538999795913696, 0.16351035237312317, 0.049192242324352264, -0.03609999269247055, 0.37488681077957153, -0.0529828704893589, -0.40360575914382935, -0.20348380506038666, -0.19879387319087982, 0.3923407196998596, -0.2216491401195526, 0.14592884480953217, 0.09211094677448273, -0.10567089170217514, -0.2831100821495056, -0.02705341763794422, 0.1675102412700653, 0.03449271619319916, 0.11009976267814636, 0.10521277040243149, 0.06070508062839508, 0.13842254877090454, 0.05821758508682251, -0.15565142035484314, -0.015174116007983685, -0.05304943770170212, -0.008469140157103539, 0.026989303529262543, -0.1823797971010208, -0.10993988066911697, 0.10770228505134583, 0.04394183307886124, -0.09659111499786377, 0.08419059216976166, 0.008849271573126316, -0.2190093845129013, 0.15350230038166046, -0.08989620208740234]"
Dasatinib,BMS-354825| BMS-354825-03| BMS-354825 HYDRATE| DASATINIB| DASATINIB| DASATINIB| DASATINIB| DASATINIB| DASATINIB| DASATINIB| DASATINIB| DASATINIB| Dasatinib Accordpharma| DASATINIB HYDRATE| DASATINIB HYDRATE| DASATINIB MONOHYDRATE| NSC-759877| SPRYCEL,3062316,CHEMBL1421,4.0,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,1A18FFC4,Paraspeckles,NEAT1_2,Not Found,36099417,Dissolver,small molecule,,,na,ABL,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,"[0.2543364465236664, 0.19948332011699677, -0.36904263496398926, 0.017698660492897034, 0.040841978043317795, 0.02721717581152916, 0.09560990333557129, 0.0007513037999160588, -0.13216589391231537, 0.05557194724678993, 0.008170902729034424, 0.05004114657640457, -0.0685364231467247, -0.0050714826211333275, -0.10109828412532806, -0.08409016579389572, -0.06817736476659775, 0.019100146368145943, -0.2335890531539917, 0.013819902203977108, -0.001196020981296897, 0.003349419217556715, -0.22049053013324738, 0.04288845136761665, -0.13390977680683136, 0.023002220317721367, -0.027245035395026207, 0.06339380890130997, -0.1445312649011612, -0.24553288519382477, -0.2433558851480484, -0.016185514628887177, -0.022269507870078087, 0.07984601706266403, 0.11765707284212112, 0.022271307185292244, 0.10399249941110611, 0.178658589720726, 0.13566380739212036, 0.030913574621081352, 0.1895824819803238, 0.12676940858364105, 0.030918866395950317, 0.19279707968235016, 0.0016343893948942423, -0.0473833903670311, 0.5777979493141174, 0.013200715184211731, 0.008214018307626247, 0.1920408308506012, 0.06251075118780136, -0.11035935580730438, 0.036663446575403214, 0.09057343751192093, 0.036346472799777985, 0.09269509464502335, 0.05683263763785362, -0.07055852562189102, 0.11546299606561661, -0.21709206700325012, 0.00653351005166769, -0.08775489777326584, -0.1850021332502365, 0.18958070874214172, 0.004018812440335751, -0.04150928929448128, 0.04703902453184128, -0.05618796870112419, 0.07291903346776962, -0.09229730069637299, 0.15204964578151703, -0.05387618765234947, 0.03259408846497536, 0.08129958063364029, -0.03472191467881203, 0.0322856530547142, -0.027117010205984116, -0.029843157157301903, -0.1433018445968628, 0.11919629573822021, 0.07126791775226593, -0.03934504836797714, 0.008739632554352283, -0.08180522173643112, 0.001988878706470132, -0.06717667728662491, -0.07302508503198624, -0.16202013194561005, -0.06827715784311295, -0.0480828583240509, 0.004955184180289507, 0.011783021502196789, -0.0346529558300972, -0.019438456743955612, 0.04031258821487427, 0.012282252311706543, 0.1000618189573288, -0.09165509045124054, -0.07925934344530106, 0.07606635242700577, -0.09332980215549469, -0.07535993307828903, 0.054935723543167114, -0.06619494408369064, -0.15591977536678314, -0.12856976687908173, 0.031879913061857224, 0.02099279873073101, -0.07560106366872787, 0.06742972880601883, -0.12748993933200836, 0.10802532732486725, 0.4406941831111908, 0.059388093650341034, 0.13016289472579956, -0.1308773308992386, 0.0926290825009346, -0.3052167594432831, 0.08349359035491943, 0.050458114594221115, 0.18567456305027008, -0.04921680688858032, 0.0827007070183754, -0.035617437213659286, 0.009344431571662426, -0.10447962582111359, 0.01085139811038971, 0.04012635722756386, -0.22262315452098846, -0.29825714230537415, 0.04568943753838539, -0.2481006234884262, -0.09379684925079346, -0.1902765929698944, 0.026282858103513718, 0.0701928585767746, 0.006199374329298735, 0.17828534543514252, 0.14195410907268524, 0.06499511748552322, -0.002605695743113756, -0.08729062229394913, -0.022940365597605705, -0.08699192851781845, 0.42020055651664734, -0.04245892912149429, -0.020880308002233505, 0.10227905213832855, -0.04611148312687874, 0.04177745804190636, 0.26621323823928833, 0.23462697863578796, 0.05290771648287773, 0.1469978541135788, -0.051466140896081924, -0.2452055662870407, 0.04520341381430626, 0.10116118937730789, 0.14606262743473053, 0.0572829432785511, 0.037627119570970535, -0.002887811977416277, 0.012275422923266888, -0.11292040348052979, -0.24071453511714935, -0.14729568362236023, -0.06262421607971191, -0.051123399287462234, 0.26830580830574036, -0.13390983641147614, -0.017679410055279732, 0.08265452086925507, 0.008078520186245441, 0.044306930154561996, 0.2728023827075958, -0.001013198052532971, 0.037425097078084946, -0.03353491052985191, -0.005558764096349478, 0.06592831760644913, 0.02051621675491333, -0.022796187549829483, -0.28572002053260803, -0.07344169914722443, 0.04319983720779419, 0.008813227526843548, 0.1514468491077423, -0.03758111596107483, 0.2505204379558563, 0.11723010987043381, 0.041569944471120834, -0.16436374187469482, 0.14770230650901794, -0.06103350594639778, -0.10923296213150024, 0.6236476898193359, -0.014187079854309559, -0.14848816394805908, -0.1645035743713379, 0.12993434071540833, -0.06848534196615219, -0.024908216670155525, 0.07569227367639542, 0.13530991971492767, 0.041630443185567856, -0.10611516237258911, 0.13536383211612701, -0.08884160220623016, -0.08571881800889969, -0.041908521205186844, -0.13012735545635223, 0.22739194333553314, -0.0855192169547081, 0.07004047930240631, -0.20316508412361145, 0.03915343061089516, 0.12635155022144318, 0.12376182526350021, 0.07958649098873138, -0.04657989740371704, -0.03186631575226784, 0.2841871380805969, 0.21941840648651123, 0.3581550419330597, -0.15109941363334656, -0.09873973578214645, -0.16336965560913086, 0.3337557315826416, -0.10626248270273209, -0.09276498854160309, -0.06871737539768219, 0.10727944225072861, 0.04055380821228027, -0.23482993245124817, 0.17483024299144745, 0.08963354676961899, -0.03707703948020935, -0.6747546792030334, -0.13919790089130402, 0.06130379065871239, 0.12170916795730591, 0.0756179466843605, 0.08194954693317413, 0.18675653636455536, -0.20417405664920807, -0.025957753881812096, -0.038176678121089935, -0.10923432558774948, -0.06496979296207428, -0.035737473517656326, -0.11888643354177475, -0.05083922669291496, 0.19888822734355927, 0.1577887088060379, 0.11913074553012848, 0.03859369084239006, 0.022065257653594017, 0.11790108680725098, 0.08916281163692474, 0.017786163836717606, 0.04522126913070679, 0.11773238331079483, -0.018417838960886, -0.6608372330665588, 0.3917180001735687, 0.041500091552734375, -0.023473326116800308, 0.06659268587827682, 0.023087572306394577, 0.21818052232265472, -0.18150199949741364, -0.09963154792785645, -0.030665582045912743, -0.04230130463838577, -0.1405256986618042, 0.17411528527736664, -0.002556514460593462, 0.0953390821814537, 0.08557850122451782, -0.19063560664653778, 0.1813814789056778, 0.2841475307941437, -0.10349555313587189, -0.03666642680764198, 0.18653465807437897, -0.0756714940071106, -0.2732452154159546, 0.09241240471601486, 0.05474399775266647, -0.029809806495904922, -0.031054411083459854, 0.06419675797224045, 0.13970868289470673, -0.04045343026518822, 0.05738614872097969, 0.11936067789793015, -0.010084052570164204, -0.021331269294023514, 0.038364049047231674, 0.07140649855136871, 0.1455913484096527, 0.16337363421916962, 0.13985905051231384, -0.19362351298332214, -0.051727019250392914, -0.0313914529979229, -0.04747986048460007, 0.06287311017513275, -0.1256786286830902, -0.12067793309688568, 0.05519260838627815, -0.38837963342666626, 0.062310464680194855, 0.09197337180376053, -0.03637468069791794, -0.27324870228767395, 0.17668603360652924, -0.09014944732189178, 0.06862233579158783, -0.0886198878288269, -0.10834499448537827, 0.13906118273735046, -0.24235199391841888, 0.028692170977592468, 0.1687486171722412, 0.011611524038016796, -0.10605105012655258, 0.13660244643688202, -0.06000129505991936, -0.06209501624107361, -0.021975766867399216, 0.011744022369384766, -0.11576733738183975, 0.02254544384777546, -0.07112804800271988, 0.14927135407924652, -0.13862501084804535, 0.22780181467533112, -0.21972176432609558, -0.04227393493056297, 0.07370783388614655, 0.01185197290033102, -0.11018230766057968, -0.07695186883211136, -0.04467136785387993, 0.00632729846984148, -0.02831488661468029, 0.1958787888288498, 0.049007710069417953, 0.05504594370722771, 0.04251633957028389, -0.00876616034656763, 0.011385917663574219, -0.1132957711815834, -0.13103963434696198, -0.14883141219615936, -0.03614665940403938, 0.13823089003562927, 0.009108937345445156, 0.07689648866653442, 0.07205474376678467, 0.2675686180591583, 0.0046287463046610355, 0.0898081436753273, -0.0745733380317688, 0.0032847109250724316, 0.07824229449033737, -0.1127483993768692, -0.08229761570692062, 0.03096993826329708, 0.06431329995393753, 0.1360820233821869, -0.04793102294206619, -0.1556604653596878, -0.17864689230918884, 0.03226980194449425, -0.1539594978094101, 0.10143769532442093, -0.18598218262195587, 0.08498881757259369, -0.2216559201478958, -0.07298608869314194, 0.15606606006622314, -0.08959735929965973, 0.030901696532964706, 0.258143812417984, 0.13285258412361145, -0.11406563967466354, -0.14023786783218384, 0.07188071310520172, -0.27281978726387024, -0.07260065525770187, 0.05579599738121033, 0.05639789626002312, 0.09832685440778732, 0.1794472485780716, 0.13842859864234924, 0.13114550709724426, -0.05362439528107643, 0.21478568017482758, 0.023764995858073235, 0.2198529690504074, 0.04371266812086105, 0.10625828802585602, -0.0923236757516861, -0.08681105822324753, -0.09928202629089355, 0.26529043912887573, 0.08221542835235596, 0.20948781073093414, -0.03633609786629677, 0.026847783476114273, -0.08782095462083817, -0.041649818420410156, 0.017406832426786423, 0.24162311851978302, -0.1142892837524414, -0.11904502660036087, -0.25534960627555847, -0.08750688284635544, 0.08385951817035675, 0.07728947699069977, 0.020686432719230652, 0.010172493755817413, -0.0023034471087157726, -0.09820490330457687, -0.1639583557844162, 0.1195257157087326, 0.07374852895736694, -0.025502638891339302, 0.039946846663951874, 0.3291354775428772, -0.1979222148656845, 0.1297684907913208, -0.00015466233890037984, 0.07279438525438309, -0.07062610983848572, 0.00776576017960906, 0.009047170169651508, -0.2990158498287201, -0.10864853858947754, 0.19246914982795715, -0.18003840744495392, -0.03199721500277519, 0.05208980664610863, -0.22545965015888214, -0.14656302332878113, 0.19030120968818665, 0.08309204876422882, 0.03152032569050789, 0.011374051682651043, 0.004173898603767157, 0.03908385708928108, 0.21902166306972504, -0.017975326627492905, -0.004164150916039944, 0.07970700412988663, -0.17286191880702972, 0.1003417819738388, 0.28013017773628235, -0.27746304869651794, 0.007201784290373325, -0.1723674237728119, 0.00025233786436729133, 0.1512782871723175, 0.3257296681404114, 0.03850929066538811, 0.14998437464237213, -0.12778082489967346, -0.15486551821231842, 0.016789499670267105, 0.0431813970208168, 0.007220637518912554, 0.1161404475569725, 0.08606035262346268, -0.09024903923273087, 0.07856184989213943, 0.21580198407173157, 0.15065667033195496, 0.02915293350815773, -0.529631495475769, 0.14011049270629883, -0.2622835040092468, 0.18416786193847656, 0.13343559205532074, -0.06791826337575912, 0.15650440752506256, 0.0863625630736351, 0.04497610405087471, 0.03137636557221413, 0.17232473194599152, -0.11678797751665115, -0.028552452102303505, -0.17671369016170502, 0.01389849092811346, -0.11273147910833359, -0.11055487394332886, 0.07669807225465775, -0.10514844208955765, -0.05323733016848564, 0.06982085108757019, 0.003212053794413805, -0.09180115163326263, -0.08903460949659348, -0.00044595342478714883, -0.006378076039254665, 0.0519464872777462, 0.1719735711812973, -0.07129602879285812, -0.023944366723299026, -0.029094666242599487, -0.07952188700437546]"
